timestamp,question,question_num,answer,is_correct,choice
2018-02-02 20:14:28,Catherine de’ Medici was present at the performance of the first-ever formal what?,12,Commedia dell’arte,False,B
2018-02-02 20:14:28,Catherine de’ Medici was present at the performance of the first-ever formal what?,12,Ballet,True,C
2018-02-03 02:06:18,Parmesan cheese is named for an Italian province called what?,1,Romana,False,A
2018-02-03 02:06:18,Parmesan cheese is named for an Italian province called what?,1,Yomamma,False,B
2018-02-03 02:06:18,Parmesan cheese is named for an Italian province called what?,1,Parma,True,C
2018-02-03 02:07:17,Which of these famous fictional animals is a ruminant?,2,Bambi,True,A
2018-02-03 02:07:17,Which of these famous fictional animals is a ruminant?,2,Mister Ed,False,B
2018-02-03 02:07:17,Which of these famous fictional animals is a ruminant?,2,Eeyore,False,C
2018-02-03 02:08:20,Which popular root beer brand typically contains caffeine?,3,Barq’s,True,A
2018-02-03 02:08:20,Which popular root beer brand typically contains caffeine?,3,A&amp;W,False,B
2018-02-03 02:08:20,Which popular root beer brand typically contains caffeine?,3,Mug,False,C
2018-02-03 02:09:06,Which of these elements would earn you the highest score in Scrabble?,4,Oxygen,True,A
2018-02-03 02:09:06,Which of these elements would earn you the highest score in Scrabble?,4,Xenon,False,B
2018-02-03 02:09:06,Which of these elements would earn you the highest score in Scrabble?,4,Zinc,False,C
2018-02-03 02:09:43,What is the correct spelling of the Pennsylvania town famous for its groundhog?,5,Punksatawany,False,A
2018-02-03 02:09:43,What is the correct spelling of the Pennsylvania town famous for its groundhog?,5,Puncksehtany,False,B
2018-02-03 02:09:43,What is the correct spelling of the Pennsylvania town famous for its groundhog?,5,Punxsutawney,True,C
2018-02-03 02:11:33,"In 1973, Arabella and Anita became the first members of what species to go into space?",6,Spider,True,A
2018-02-03 02:11:33,"In 1973, Arabella and Anita became the first members of what species to go into space?",6,Fruit fly,False,B
2018-02-03 02:11:33,"In 1973, Arabella and Anita became the first members of what species to go into space?",6,Ladybug,False,C
2018-02-03 02:12:05,What was the least popular papal name of the 19th century?,7,Leo,False,A
2018-02-03 02:12:05,What was the least popular papal name of the 19th century?,7,Pius,False,B
2018-02-03 02:12:05,What was the least popular papal name of the 19th century?,7,Gregory,True,C
2018-02-03 02:12:55,New Mexico exempts which group of people from paying state income taxes?,8,Hybrid car owners,False,A
2018-02-03 02:12:55,New Mexico exempts which group of people from paying state income taxes?,8,Centenarians,True,B
2018-02-03 02:12:55,New Mexico exempts which group of people from paying state income taxes?,8,Registered lobbyists,False,C
2018-02-03 02:14:18,Which of these Summer Olympics events uses the longest playing surface?,9,Fencing,True,A
2018-02-03 02:14:18,Which of these Summer Olympics events uses the longest playing surface?,9,Badminton,False,B
2018-02-03 02:14:18,Which of these Summer Olympics events uses the longest playing surface?,9,Taekwondo,False,C
2018-02-04 02:04:22,The college degree “B.A.” is short for what?,1,Bachelor of Arts,True,A
2018-02-04 02:04:22,The college degree “B.A.” is short for what?,1,Booyah Awesome,False,B
2018-02-04 02:04:22,The college degree “B.A.” is short for what?,1,Beefy Arms,False,C
2018-02-04 02:05:12,Which country is part of North America?,2,Norway,False,A
2018-02-04 02:05:12,Which country is part of North America?,2,Brazil,False,B
2018-02-04 02:05:12,Which country is part of North America?,2,Canada,True,C
2018-02-04 02:05:45,Which tool is typically used to clear a clogged pipe?,3,Claw hammer,False,A
2018-02-04 02:05:45,Which tool is typically used to clear a clogged pipe?,3,Snake,True,B
2018-02-04 02:05:45,Which tool is typically used to clear a clogged pipe?,3,Shovel,False,C
2018-02-04 02:07:27,Which of the original Monopoly game pieces was retired last year?,4,Thimble,True,A
2018-02-04 02:07:27,Which of the original Monopoly game pieces was retired last year?,4,Race car,False,B
2018-02-04 02:07:27,Which of the original Monopoly game pieces was retired last year?,4,Top hat,False,C
2018-02-04 02:08:08,Which film director holds a U.S. patent for a T-shirt?,5,Quentin Tarantino,False,A
2018-02-04 02:08:08,Which film director holds a U.S. patent for a T-shirt?,5,Francis Ford Coppola,True,B
2018-02-04 02:08:08,Which film director holds a U.S. patent for a T-shirt?,5,James Cameron,False,C
2018-02-04 02:09:03,Which food is traditionally a main ingredient in mock turtle soup?,6,Calf brains,True,A
2018-02-04 02:09:03,Which food is traditionally a main ingredient in mock turtle soup?,6,Tortoise meat,False,B
2018-02-04 02:09:03,Which food is traditionally a main ingredient in mock turtle soup?,6,Snails,False,C
2018-02-04 02:09:55,Aerosmith’s “Dude (Looks Like a Lady)” was written about what heavy metal vocalist?,7,Axl Rose,False,A
2018-02-04 02:09:55,Aerosmith’s “Dude (Looks Like a Lady)” was written about what heavy metal vocalist?,7,Bret Michaels,False,B
2018-02-04 02:09:55,Aerosmith’s “Dude (Looks Like a Lady)” was written about what heavy metal vocalist?,7,Vince Neil,True,C
2018-02-04 02:10:36,Which of these is Venus visibly lacking in Botticelli's “Birth of Venus”?,8,Belly button,False,A
2018-02-04 02:10:36,Which of these is Venus visibly lacking in Botticelli's “Birth of Venus”?,8,Left arm,False,B
2018-02-04 02:10:36,Which of these is Venus visibly lacking in Botticelli's “Birth of Venus”?,8,Body hair,True,C
2018-02-04 02:11:35,Boston and Buffalo have both been home to major pro sports teams named what?,9,Giants,False,A
2018-02-04 02:11:35,Boston and Buffalo have both been home to major pro sports teams named what?,9,Angels,False,B
2018-02-04 02:11:35,Boston and Buffalo have both been home to major pro sports teams named what?,9,Braves,True,C
2018-02-04 02:12:20,Which type of animal has been kept as a White House pet by a U.S. president?,10,Cow,True,A
2018-02-04 02:12:20,Which type of animal has been kept as a White House pet by a U.S. president?,10,Lemur,False,B
2018-02-04 02:12:20,Which type of animal has been kept as a White House pet by a U.S. president?,10,Sugar glider,False,C
2018-02-04 02:13:39,"In the 1800s, a chemistry student making synthetic quinine accidentally created what dye?",11,Mauve,True,A
2018-02-04 02:13:39,"In the 1800s, a chemistry student making synthetic quinine accidentally created what dye?",11,Periwinkle,False,B
2018-02-04 02:13:39,"In the 1800s, a chemistry student making synthetic quinine accidentally created what dye?",11,Turquoise,False,C
2018-02-05 20:05:13,Tic-tac-toe is typically played by writing what two symbols?,1,Yin and yang,False,A
2018-02-05 20:05:13,Tic-tac-toe is typically played by writing what two symbols?,1,+ / -,False,B
2018-02-05 20:05:13,Tic-tac-toe is typically played by writing what two symbols?,1,X / O,True,C
2018-02-05 20:06:00,What’s the anatomical name for the center of a hurricane?,2,Shinbone,False,A
2018-02-05 20:06:00,What’s the anatomical name for the center of a hurricane?,2,Pancreas,False,B
2018-02-05 20:06:00,What’s the anatomical name for the center of a hurricane?,2,Eye,True,C
2018-02-05 20:06:47,Which of these is an actual Winter Olympics event?,3,Skeleton,True,A
2018-02-05 20:06:47,Which of these is an actual Winter Olympics event?,3,Ghostathlon,False,B
2018-02-05 20:06:47,Which of these is an actual Winter Olympics event?,3,Frankensteining,False,C
2018-02-05 20:07:27,A high-tech store with no cashiers recently opened in Seattle under what name?,4,Amazon Go,True,A
2018-02-05 20:07:27,A high-tech store with no cashiers recently opened in Seattle under what name?,4,Google Shop,False,B
2018-02-05 20:07:27,A high-tech store with no cashiers recently opened in Seattle under what name?,4,Microsoft Zip,False,C
2018-02-05 20:08:09,"By definition, which of these people is guilty of treason?",5,Scullion,False,A
2018-02-05 20:08:09,"By definition, which of these people is guilty of treason?",5,Poltroon,False,B
2018-02-05 20:08:09,"By definition, which of these people is guilty of treason?",5,Quisling,True,C
2018-02-05 20:09:32,Which of these actors turned down the role of Frasier Crane?,6,Bob Balaban,False,A
2018-02-05 20:09:32,Which of these actors turned down the role of Frasier Crane?,6,John Lithgow,True,B
2018-02-05 20:09:32,Which of these actors turned down the role of Frasier Crane?,6,Dan Aykroyd,False,C
2018-02-05 20:10:17,The Benihana company has a restaurant in which of these places?,7,China,False,A
2018-02-05 20:10:17,The Benihana company has a restaurant in which of these places?,7,Aruba,True,B
2018-02-05 20:10:17,The Benihana company has a restaurant in which of these places?,7,Japan,False,C
2018-02-05 20:10:57,Which has been the last name of a U.S. president AND a British prime minister?,8,Hayes,False,A
2018-02-05 20:10:57,Which has been the last name of a U.S. president AND a British prime minister?,8,Arthur,False,B
2018-02-05 20:10:57,Which has been the last name of a U.S. president AND a British prime minister?,8,Wilson,True,C
2018-02-05 20:11:38,What author has the most books in Modern Library’s 100 Best Novels of the 20th Century?,9,James Joyce,False,A
2018-02-05 20:11:38,What author has the most books in Modern Library’s 100 Best Novels of the 20th Century?,9,Joseph Co… https://t.co/5TFyIWhu31,False,B
2018-02-05 20:12:55,In what medium was Superman’s Kryptonite weakness introduced?,10,The radio series,True,A
2018-02-05 20:12:55,In what medium was Superman’s Kryptonite weakness introduced?,10,The 1978 movie,False,B
2018-02-05 20:12:55,In what medium was Superman’s Kryptonite weakness introduced?,10,Action Comics #64,False,C
2018-02-05 20:14:09,Which statement is NOT true about photosynthesis and chemosynthesis?,11,Both powered by sunlight,True,A
2018-02-05 20:14:09,Which statement is NOT true about photosynthesis and chemosynthesis?,11,Both involve… https://t.co/5FEXHxoJ1w,False,B
2018-02-05 20:15:08,What costume was worn by the original lead singer of the Village People?,12,Cowboy,False,A
2018-02-05 20:15:08,What costume was worn by the original lead singer of the Village People?,12,Policeman,True,B
2018-02-05 20:15:08,What costume was worn by the original lead singer of the Village People?,12,Construction worker,False,C
2018-02-06 02:05:11,A spork is a utensil that combines what two things?,1,Spam / pork,False,A
2018-02-06 02:05:11,A spork is a utensil that combines what two things?,1,Sponge / cork,False,B
2018-02-06 02:05:11,A spork is a utensil that combines what two things?,1,Spoon / fork,True,C
2018-02-06 02:06:00,"On a compass, what does the letter N typically stand for?",2,Norbit,False,A
2018-02-06 02:06:00,"On a compass, what does the letter N typically stand for?",2,North,True,B
2018-02-06 02:06:00,"On a compass, what does the letter N typically stand for?",2,Nordic,False,C
2018-02-06 02:06:39,"In 2017, what did Twitter do to its 140-character limit on tweets?",3,Double it,True,A
2018-02-06 02:06:39,"In 2017, what did Twitter do to its 140-character limit on tweets?",3,Halve it,False,B
2018-02-06 02:06:39,"In 2017, what did Twitter do to its 140-character limit on tweets?",3,Reduce it to 15,False,C
2018-02-06 02:08:41,What popular corn chip loosely translates to “little golden things” in Spanish?,4,Tostitos,False,A
2018-02-06 02:08:41,What popular corn chip loosely translates to “little golden things” in Spanish?,4,Fritos,False,B
2018-02-06 02:08:41,What popular corn chip loosely translates to “little golden things” in Spanish?,4,Doritos,True,C
2018-02-06 02:12:04,U.S. air traffic controllers refer to the plane the Pope travels on by what official call sign?,5,Shepherd One,True,A
2018-02-06 02:12:04,U.S. air traffic controllers refer to the plane the Pope travels on by what official call sign?,5,Il Papa,False,B
2018-02-06 02:12:04,U.S. air traffic controllers refer to the plane the Pope travels on by what official call sign?,5,Air Vatican,False,C
2018-02-06 02:12:48,What zodiac sign features a creature that defends itself with an aculeus?,6,Cancer,False,A
2018-02-06 02:12:48,What zodiac sign features a creature that defends itself with an aculeus?,6,Sagittarius,False,B
2018-02-06 02:12:48,What zodiac sign features a creature that defends itself with an aculeus?,6,Scorpio,True,C
2018-02-06 02:13:39,Who was the first U.S. president to enjoy indoor plumbing at the White House?,7,Millard Fillmore,False,A
2018-02-06 02:13:39,Who was the first U.S. president to enjoy indoor plumbing at the White House?,7,Andrew Jackson,True,B
2018-02-06 02:13:39,Who was the first U.S. president to enjoy indoor plumbing at the White House?,7,John Adams,False,C
2018-02-06 02:14:23,"From 2000 to 2002, what MLB team's stadium was named for a company that no longer exists?",8,Angels,False,A
2018-02-06 02:14:23,"From 2000 to 2002, what MLB team's stadium was named for a company that no longer exists?",8,Rays,False,B
2018-02-06 02:14:23,"From 2000 to 2002, what MLB team's stadium was named for a company that no longer exists?",8,Astros,True,C
2018-02-06 02:15:10,The lunar module for the Apollo 10 moon mission was nicknamed what?,9,Eagle,False,A
2018-02-06 02:15:10,The lunar module for the Apollo 10 moon mission was nicknamed what?,9,Beagle,False,B
2018-02-06 02:15:10,The lunar module for the Apollo 10 moon mission was nicknamed what?,9,Snoopy,True,C
2018-02-06 02:16:12,Which public radio program is hosted by the cousin of a multiple Oscar-nominated composer?,10,This American Life… https://t.co/TCq5MtCnKD,True,A
2018-02-06 02:16:48,"After Prince Edward Island, what is Canada’s most densely populated province?",11,New Brunswick,False,A
2018-02-06 02:16:48,"After Prince Edward Island, what is Canada’s most densely populated province?",11,Ontario,False,B
2018-02-06 02:16:48,"After Prince Edward Island, what is Canada’s most densely populated province?",11,Nova Scotia,True,C
2018-02-06 02:18:21,An extremely impolite guest at a Nixon family wedding went on to write under what nom de plume?,12,Dorothy Dix,False,A
2018-02-06 02:18:21,An extremely impolite guest at a Nixon family wedding went on to write under what nom de plume?,12,M… https://t.co/43fqcbjON7,False,B
2018-02-06 20:04:38,What is a common remedy for dehydration?,1,Drinking water,True,A
2018-02-06 20:04:38,What is a common remedy for dehydration?,1,Running a marathon,False,B
2018-02-06 20:04:38,What is a common remedy for dehydration?,1,Slaying a hydra,False,C
2018-02-06 20:07:19,"The band that recorded “September” is named “Earth, Wind &amp;” what?",2,Frederick,False,A
2018-02-06 20:07:19,"The band that recorded “September” is named “Earth, Wind &amp;” what?",2,Fire,True,B
2018-02-06 20:07:19,"The band that recorded “September” is named “Earth, Wind &amp;” what?",2,Flagellum,False,C
2018-02-07 02:05:17,"In the classic fairy tale, who is Little Red Riding Hood's enemy?",1,Big Baller Brand,False,A
2018-02-07 02:05:17,"In the classic fairy tale, who is Little Red Riding Hood's enemy?",1,Big Lebowski,False,B
2018-02-07 02:05:17,"In the classic fairy tale, who is Little Red Riding Hood's enemy?",1,Big Bad Wolf,True,C
2018-02-07 02:05:59,Pantene Pro-V and Garnier Fructis are popular types of what?,2,ShamWow,False,A
2018-02-07 02:05:59,Pantene Pro-V and Garnier Fructis are popular types of what?,2,Shampoo,True,B
2018-02-07 02:05:59,Pantene Pro-V and Garnier Fructis are popular types of what?,2,Champagne,False,C
2018-02-07 02:06:43,A bed that folds up into the wall is commonly known as what?,3,Sully bed,False,A
2018-02-07 02:06:43,A bed that folds up into the wall is commonly known as what?,3,Fitzy bed,False,B
2018-02-07 02:06:43,A bed that folds up into the wall is commonly known as what?,3,Murphy bed,True,C
2018-02-07 02:07:31,Which of these colleges does NOT have a physical location?,4,Electoral College,True,A
2018-02-07 02:07:31,Which of these colleges does NOT have a physical location?,4,Deep Springs College,False,B
2018-02-07 02:07:31,Which of these colleges does NOT have a physical location?,4,Hampshire College,False,C
2018-02-07 02:08:10,Which of these desserts is often made with ladyfingers?,5,Tiramisu,True,A
2018-02-07 02:08:10,Which of these desserts is often made with ladyfingers?,5,Magdalena,False,B
2018-02-07 02:08:10,Which of these desserts is often made with ladyfingers?,5,Financier,False,C
2018-02-07 02:09:07,Which of these is a real illness that affects rabbits?,6,Ruffles,False,A
2018-02-07 02:09:07,Which of these is a real illness that affects rabbits?,6,Fluffles,False,B
2018-02-07 02:09:07,Which of these is a real illness that affects rabbits?,6,Snuffles,True,C
2018-02-07 02:09:57,The Doors are named after a famous essay by the author of what iconic novel?,7,Lolita,False,A
2018-02-07 02:09:57,The Doors are named after a famous essay by the author of what iconic novel?,7,On the Road,False,B
2018-02-07 02:09:57,The Doors are named after a famous essay by the author of what iconic novel?,7,Brave New World,True,C
2018-02-07 02:10:50,Which TV news host once wrote about his first date with Monica Lewinsky?,8,Jake Tapper,True,A
2018-02-07 02:10:50,Which TV news host once wrote about his first date with Monica Lewinsky?,8,Van Jones,False,B
2018-02-07 02:10:50,Which TV news host once wrote about his first date with Monica Lewinsky?,8,Chris Hayes,False,C
2018-02-07 02:11:37,The famous German phrase “Sturm und Drang” comes from what?,9,Poem,False,A
2018-02-07 02:11:37,The famous German phrase “Sturm und Drang” comes from what?,9,Novel,False,B
2018-02-07 02:11:37,The famous German phrase “Sturm und Drang” comes from what?,9,Play,True,C
2018-02-07 02:12:18,In which African country is English NOT the official language?,10,Sierra Leone,False,A
2018-02-07 02:12:18,In which African country is English NOT the official language?,10,Liberia,False,B
2018-02-07 02:12:18,In which African country is English NOT the official language?,10,Chad,True,C
2018-02-07 02:13:11,Which ‘90s movie is an anagram of the original book title which the film is based on?,11,Free Willy,False,A
2018-02-07 02:13:11,Which ‘90s movie is an anagram of the original book title which the film is based on?,11,October Sky,True,B
2018-02-07 02:13:11,Which ‘90s movie is an anagram of the original book title which the film is based on?,11,Jumanji,False,C
2018-02-07 02:14:35,Which legendary music producer is closely related to former President Jimmy Carter?,12,Jeff Lynne,False,A
2018-02-07 02:14:35,Which legendary music producer is closely related to former President Jimmy Carter?,12,Brian Eno,False,B
2018-02-07 02:14:35,Which legendary music producer is closely related to former President Jimmy Carter?,12,Berry Gordy,True,C
2018-02-07 20:05:24,"Which of these websites is an online database for movies, television and video games?",1,Petfinder,False,A
2018-02-07 20:05:24,"Which of these websites is an online database for movies, television and video games?",1,IMDb,True,B
2018-02-07 20:05:24,"Which of these websites is an online database for movies, television and video games?",1,Yelp,False,C
2018-02-07 20:06:47,What does bicameral mean?,2,Two camels,False,A
2018-02-07 20:06:47,What does bicameral mean?,2,Two cameras,False,B
2018-02-07 20:06:47,What does bicameral mean?,2,Two chambers,True,C
2018-02-07 20:07:29,A galleon is an old-fashioned type of what?,3,Ship,True,A
2018-02-07 20:07:29,A galleon is an old-fashioned type of what?,3,Measurement,False,B
2018-02-07 20:07:29,A galleon is an old-fashioned type of what?,3,Dress,False,C
2018-02-07 20:08:57,"What male singing voice type is higher than a bass, but lower than a tenor?",4,Baritone,True,A
2018-02-07 20:08:57,"What male singing voice type is higher than a bass, but lower than a tenor?",4,Countertenor,False,B
2018-02-07 20:08:57,"What male singing voice type is higher than a bass, but lower than a tenor?",4,Sopranist,False,C
2018-02-07 20:09:18,Which of these is NOT a real berry?,5,Buffaloberry,False,A
2018-02-07 20:09:18,Which of these is NOT a real berry?,5,Iceberry,True,B
2018-02-07 20:09:18,Which of these is NOT a real berry?,5,Cloudberry,False,C
2018-02-07 20:10:45,George Washington Carver is famous for his scientific work on what subject?,6,Soil depletion,True,A
2018-02-07 20:10:45,George Washington Carver is famous for his scientific work on what subject?,6,Irrigation technology,False,B
2018-02-07 20:10:45,George Washington Carver is famous for his scientific work on what subject?,6,Food packaging,False,C
2018-02-07 20:11:41,Which of these is NOT believed to be a function of the uvula?,7,Taste,True,A
2018-02-07 20:11:41,Which of these is NOT believed to be a function of the uvula?,7,Speech,False,B
2018-02-07 20:11:41,Which of these is NOT believed to be a function of the uvula?,7,Lubricant,False,C
2018-02-07 20:12:32,Which of these baseball legends was a first-ballot Hall of Famer?,8,Joe DiMaggio,False,A
2018-02-07 20:12:32,Which of these baseball legends was a first-ballot Hall of Famer?,8,Cy Young,False,B
2018-02-07 20:12:32,Which of these baseball legends was a first-ballot Hall of Famer?,8,Mickey Mantle,True,C
2018-02-07 20:15:04,Which of these things can be mathematically described as an oblate spheroid?,9,NFL football,False,A
2018-02-07 20:15:04,Which of these things can be mathematically described as an oblate spheroid?,9,Unshelled peanut,False,B
2018-02-07 20:15:04,Which of these things can be mathematically described as an oblate spheroid?,9,Planet Earth,True,C
2018-02-08 02:04:22,“Fro-yo” is short for what?,1,Frolicking yokels,False,A
2018-02-08 02:04:22,“Fro-yo” is short for what?,1,Frozen yogurt,True,B
2018-02-08 02:04:22,“Fro-yo” is short for what?,1,Frog yoga,False,C
2018-02-08 02:05:14,"In Shakespeare's play “Julius Caesar,” what phrase does the titular character say to Brutus?",2,"Et tu, Brute?",True,A
2018-02-08 02:05:14,"In Shakespeare's play “Julius Caesar,” what phrase does the titular character say to Brutus?",2,,False,B
2018-02-08 02:06:34,What is the name of a Japanese art form that features trees grown in containers?,3,Kawaii,False,A
2018-02-08 02:06:34,What is the name of a Japanese art form that features trees grown in containers?,3,Bonsai,True,B
2018-02-08 02:06:34,What is the name of a Japanese art form that features trees grown in containers?,3,Manga,False,C
2018-02-08 02:06:56,What college football team’s chant is also likely to be heard on a farm?,4,Arkansas Razorbacks,True,A
2018-02-08 02:06:56,What college football team’s chant is also likely to be heard on a farm?,4,Ole Miss Rebels,False,B
2018-02-08 02:06:56,What college football team’s chant is also likely to be heard on a farm?,4,Penn State Lions,False,C
2018-02-08 02:08:07,What legendary “Buffalo Bill’s Wild West” star had a negative-sounding nickname?,5,Annie Oakley,False,A
2018-02-08 02:08:07,What legendary “Buffalo Bill’s Wild West” star had a negative-sounding nickname?,5,May Lillie,False,B
2018-02-08 02:08:07,What legendary “Buffalo Bill’s Wild West” star had a negative-sounding nickname?,5,Martha Jane Cannary,True,C
2018-02-08 02:09:08,Where did Bernese Mountain Dogs originate?,6,Myanmar,False,A
2018-02-08 02:09:08,Where did Bernese Mountain Dogs originate?,6,Switzerland,True,B
2018-02-08 02:09:08,Where did Bernese Mountain Dogs originate?,6,Afghanistan,False,C
2018-02-08 02:10:55,Which fashion designer is grandmother to a literal princess?,7,Diane von Fürstenberg,True,A
2018-02-08 02:10:55,Which fashion designer is grandmother to a literal princess?,7,Rei Kawakubo,False,B
2018-02-08 02:10:55,Which fashion designer is grandmother to a literal princess?,7,Vivienne Westwood,False,C
2018-02-08 02:11:27,Which film features the same kind of talking animal as the Old Testament book Numbers?,8,The Lion King,False,A
2018-02-08 02:11:27,Which film features the same kind of talking animal as the Old Testament book Numbers?,8,Finding Nemo,False,B
2018-02-08 02:11:27,Which film features the same kind of talking animal as the Old Testament book Numbers?,8,Shrek,True,C
2018-02-08 02:12:33,Which of these posts was Constance Baker Motley NOT the first African-American woman to hold?,9,NY state senator,False,A
2018-02-08 02:12:33,Which of these posts was Constance Baker Motley NOT the first African-American woman to hold?,9,,False,B
2018-02-08 02:13:15,In which country is GeoCities still up and running?,10,Canada,False,A
2018-02-08 02:13:15,In which country is GeoCities still up and running?,10,Japan,True,B
2018-02-08 02:13:15,In which country is GeoCities still up and running?,10,Australia,False,C
2018-02-08 02:14:31,"Before the lyrics are sung, how many finger snaps are heard in the “Addams Family” theme song?",11,12 snaps,True,A
2018-02-08 02:14:31,"Before the lyrics are sung, how many finger snaps are heard in the “Addams Family” theme song?",11,6 snaps,False,B
2018-02-08 02:14:31,"Before the lyrics are sung, how many finger snaps are heard in the “Addams Family” theme song?",11,8 snaps,False,C
2018-02-08 20:03:54,Which of these is the name of a princess in Disney's “Frozen”?,1,Frosier,False,A
2018-02-08 20:03:54,Which of these is the name of a princess in Disney's “Frozen”?,1,Jack Frost,False,B
2018-02-08 20:03:54,Which of these is the name of a princess in Disney's “Frozen”?,1,Elsa,True,C
2018-02-08 20:04:34,The Olympic logo features what combination of shapes?,2,Two triangles,False,A
2018-02-08 20:04:34,The Olympic logo features what combination of shapes?,2,Five rings,True,B
2018-02-08 20:04:34,The Olympic logo features what combination of shapes?,2,Seven parabolas,False,C
2018-02-08 20:05:26,The Italian cooking term “al dente” means what?,3,Firm,True,A
2018-02-08 20:05:26,The Italian cooking term “al dente” means what?,3,With butter,False,B
2018-02-08 20:05:26,The Italian cooking term “al dente” means what?,3,Salted,False,C
2018-02-08 20:06:05,Which of these companies offers a “freemium” service?,4,Spotify,True,A
2018-02-08 20:06:05,Which of these companies offers a “freemium” service?,4,Netflix,False,B
2018-02-08 20:06:05,Which of these companies offers a “freemium” service?,4,Tidal,False,C
2018-02-08 20:07:34,What word does Nestlé use to describe their Toll House chocolate chips?,5,Morsels,True,A
2018-02-08 20:07:34,What word does Nestlé use to describe their Toll House chocolate chips?,5,Nibbles,False,B
2018-02-08 20:07:34,What word does Nestlé use to describe their Toll House chocolate chips?,5,Samples,False,C
2018-02-08 20:07:46,Which of these countries legally guarantees its citizens “freedom to roam”?,6,Brazil,False,A
2018-02-08 20:07:46,Which of these countries legally guarantees its citizens “freedom to roam”?,6,Sweden,True,B
2018-02-08 20:07:46,Which of these countries legally guarantees its citizens “freedom to roam”?,6,Mongolia,False,C
2018-02-08 20:08:21,Bill Cunningham was a key influence in what style of photography?,7,Tilt-shift,False,A
2018-02-08 20:08:21,Bill Cunningham was a key influence in what style of photography?,7,Portrait,False,B
2018-02-08 20:08:21,Bill Cunningham was a key influence in what style of photography?,7,Street style,True,C
2018-02-08 20:09:02,“INTJ” is a personality type based on a hypothesis by which psychiatrist?,8,B.F. Skinner,False,A
2018-02-08 20:09:02,“INTJ” is a personality type based on a hypothesis by which psychiatrist?,8,Carl Jung,True,B
2018-02-08 20:09:02,“INTJ” is a personality type based on a hypothesis by which psychiatrist?,8,Sigmund Freud,False,C
2018-02-08 20:09:51,Which of these activists is the subject of a song by John Lennon and Yoko Ono?,9,Angela Davis,True,A
